time,epoch,batch,loss,cost
0min4sec,0,10,0.227,15.710
0min6sec,0,20,0.255,20.114
0min6sec,0,30,0.250,21.529
0min6sec,0,40,0.241,22.265
0min6sec,0,50,0.230,22.849
0min6sec,0,60,0.222,23.233
0min6sec,0,70,0.214,23.421
