time,epoch,batch,loss,cost
0min2sec,77,60,0.043,4.431
0min2sec,77,70,0.043,4.436
0min2sec,77,80,0.043,4.426
0min2sec,77,90,0.042,4.411
0min2sec,78,0,0.034,4.966
0min2sec,78,10,0.045,4.581
0min2sec,78,20,0.042,4.567
0min2sec,78,30,0.045,4.538
0min2sec,78,40,0.044,4.571
0min2sec,78,50,0.044,4.590
0min2sec,78,60,0.045,4.555
0min2sec,78,70,0.045,4.547
0min2sec,78,80,0.045,4.540
0min2sec,78,90,0.045,4.502
0min2sec,79,0,0.060,2.726
0min2sec,79,10,0.047,4.417
0min2sec,79,20,0.044,4.366
0min2sec,79,30,0.043,4.405
0min2sec,79,40,0.043,4.407
0min2sec,79,50,0.044,4.291
0min2sec,79,60,0.044,4.317
0min2sec,79,70,0.044,4.341
0min2sec,79,80,0.044,4.316
0min2sec,79,90,0.044,4.285
0min2sec,80,0,0.047,3.824
0min2sec,80,10,0.047,4.240
0min2sec,80,20,0.046,4.185
0min2sec,80,30,0.045,4.125
0min2sec,80,40,0.043,4.307
0min2sec,80,50,0.044,4.351
0min2sec,80,60,0.044,4.295
0min2sec,80,70,0.044,4.333
0min2sec,80,80,0.043,4.356
0min2sec,80,90,0.043,4.372
0min2sec,81,0,0.027,3.744
0min2sec,81,10,0.038,4.390
0min2sec,81,20,0.039,4.285
0min2sec,81,30,0.039,4.288
0min2sec,81,40,0.042,4.340
0min2sec,81,50,0.042,4.307
0min2sec,81,60,0.042,4.274
0min2sec,81,70,0.044,4.283
0min2sec,81,80,0.043,4.279
0min2sec,81,90,0.043,4.283
0min2sec,82,0,0.047,7.036
0min2sec,82,10,0.042,4.881
0min2sec,82,20,0.041,4.620
0min2sec,82,30,0.040,4.503
0min2sec,82,40,0.041,4.478
0min2sec,82,50,0.041,4.494
0min2sec,82,60,0.042,4.521
0min2sec,82,70,0.042,4.503
0min2sec,82,80,0.042,4.480
0min2sec,82,90,0.042,4.456
0min2sec,83,0,0.028,5.179
0min3sec,83,10,0.037,4.634
0min2sec,83,20,0.039,4.702
0min2sec,83,30,0.039,4.596
0min2sec,83,40,0.039,4.610
0min2sec,83,50,0.039,4.610
0min2sec,83,60,0.040,4.617
0min2sec,83,70,0.040,4.611
0min2sec,83,80,0.041,4.654
0min2sec,83,90,0.041,4.609
0min2sec,84,0,0.039,4.023
0min2sec,84,10,0.040,4.279
0min2sec,84,20,0.042,4.134
0min2sec,84,30,0.042,4.301
0min2sec,84,40,0.042,4.335
0min2sec,84,50,0.042,4.323
0min2sec,84,60,0.042,4.370
0min2sec,84,70,0.042,4.396
0min2sec,84,80,0.043,4.400
0min2sec,84,90,0.043,4.402
0min2sec,85,0,0.043,5.024
0min2sec,85,10,0.045,4.132
0min2sec,85,20,0.044,4.403
0min2sec,85,30,0.044,4.573
0min2sec,85,40,0.042,4.510
0min2sec,85,50,0.042,4.465
0min2sec,85,60,0.042,4.455
0min2sec,85,70,0.042,4.489
0min2sec,85,80,0.042,4.424
0min2sec,85,90,0.041,4.430
0min2sec,86,0,0.063,4.441
0min2sec,86,10,0.044,4.285
0min2sec,86,20,0.044,4.469
0min2sec,86,30,0.044,4.434
0min2sec,86,40,0.043,4.414
0min2sec,86,50,0.043,4.404
0min2sec,86,60,0.043,4.357
0min2sec,86,70,0.043,4.309
0min2sec,86,80,0.043,4.366
0min2sec,86,90,0.043,4.386
0min2sec,87,0,0.040,4.847
0min2sec,87,10,0.045,4.238
0min2sec,87,20,0.045,4.222
0min2sec,87,30,0.044,4.365
0min2sec,87,40,0.044,4.389
0min2sec,87,50,0.043,4.402
0min2sec,87,60,0.042,4.356
0min2sec,87,70,0.042,4.339
0min2sec,87,80,0.043,4.299
0min2sec,87,90,0.043,4.279
0min2sec,88,0,0.037,4.699
0min2sec,88,10,0.040,4.400
0min2sec,88,20,0.043,4.397
0min2sec,88,30,0.044,4.432
0min2sec,88,40,0.043,4.516
0min2sec,88,50,0.042,4.515
0min2sec,88,60,0.042,4.548
0min2sec,88,70,0.043,4.517
0min2sec,88,80,0.043,4.492
0min2sec,88,90,0.043,4.463
0min2sec,89,0,0.036,5.029
0min2sec,89,10,0.043,4.208
0min2sec,89,20,0.043,4.320
0min2sec,89,30,0.045,4.393
0min2sec,89,40,0.043,4.425
0min2sec,89,50,0.042,4.380
0min2sec,89,60,0.042,4.394
0min2sec,89,70,0.043,4.358
0min3sec,89,80,0.042,4.373
0min3sec,89,90,0.043,4.364
0min2sec,90,0,0.043,3.991
0min2sec,90,10,0.045,4.309
0min2sec,90,20,0.042,4.311
0min2sec,90,30,0.042,4.362
0min2sec,90,40,0.043,4.391
0min2sec,90,50,0.044,4.378
0min3sec,90,60,0.043,4.346
0min3sec,90,70,0.043,4.392
0min3sec,90,80,0.044,4.408
0min4sec,90,90,0.044,4.389
0min2sec,91,0,0.023,4.505
0min2sec,91,10,0.039,5.027
0min2sec,91,20,0.042,4.710
0min2sec,91,30,0.041,4.457
0min2sec,91,40,0.040,4.566
0min2sec,91,50,0.040,4.574
0min2sec,91,60,0.041,4.570
0min2sec,91,70,0.040,4.555
0min2sec,91,80,0.040,4.523
0min2sec,91,90,0.040,4.523
0min2sec,92,0,0.032,4.561
0min2sec,92,10,0.034,4.307
0min2sec,92,20,0.038,4.161
0min2sec,92,30,0.039,4.212
0min2sec,92,40,0.038,4.390
0min2sec,92,50,0.040,4.380
0min2sec,92,60,0.040,4.410
0min2sec,92,70,0.041,4.438
0min2sec,92,80,0.041,4.463
0min2sec,92,90,0.041,4.457
0min2sec,93,0,0.042,4.902
0min2sec,93,10,0.038,4.169
0min2sec,93,20,0.038,4.205
0min2sec,93,30,0.037,4.323
0min2sec,93,40,0.038,4.383
0min2sec,93,50,0.039,4.400
0min2sec,93,60,0.040,4.334
0min2sec,93,70,0.040,4.306
0min2sec,93,80,0.041,4.308
0min2sec,93,90,0.041,4.343
0min2sec,94,0,0.048,4.655
0min2sec,94,10,0.037,4.600
0min2sec,94,20,0.037,4.437
0min2sec,94,30,0.039,4.395
0min2sec,94,40,0.038,4.398
0min2sec,94,50,0.040,4.354
0min2sec,94,60,0.040,4.271
0min2sec,94,70,0.040,4.305
0min2sec,94,80,0.040,4.381
0min2sec,94,90,0.041,4.400
0min2sec,95,0,0.041,3.901
0min2sec,95,10,0.037,4.832
0min2sec,95,20,0.034,4.586
0min2sec,95,30,0.035,4.603
0min2sec,95,40,0.037,4.557
0min2sec,95,50,0.036,4.628
0min2sec,95,60,0.036,4.625
0min2sec,95,70,0.036,4.625
0min2sec,95,80,0.036,4.590
0min2sec,95,90,0.037,4.588
0min2sec,96,0,0.038,4.521
0min2sec,96,10,0.040,4.651
0min2sec,96,20,0.040,4.578
0min2sec,96,30,0.038,4.536
0min2sec,96,40,0.039,4.578
0min2sec,96,50,0.038,4.636
0min2sec,96,60,0.038,4.597
0min2sec,96,70,0.037,4.566
0min2sec,96,80,0.038,4.632
0min2sec,96,90,0.038,4.644
0min2sec,97,0,0.038,4.775
0min2sec,97,10,0.039,4.409
0min2sec,97,20,0.036,4.445
0min2sec,97,30,0.037,4.478
0min2sec,97,40,0.037,4.470
0min2sec,97,50,0.037,4.426
0min2sec,97,60,0.037,4.452
0min2sec,97,70,0.038,4.484
0min2sec,97,80,0.038,4.511
0min2sec,97,90,0.038,4.544
0min2sec,98,0,0.036,5.958
0min2sec,98,10,0.038,4.734
0min2sec,98,20,0.038,4.560
0min2sec,98,30,0.037,4.532
0min2sec,98,40,0.036,4.516
0min2sec,98,50,0.037,4.501
0min2sec,98,60,0.037,4.575
0min2sec,98,70,0.038,4.556
0min2sec,98,80,0.039,4.581
0min2sec,98,90,0.038,4.554
0min2sec,99,0,0.037,4.470
0min2sec,99,10,0.044,4.311
0min2sec,99,20,0.044,4.455
0min2sec,99,30,0.044,4.328
0min2sec,99,40,0.043,4.316
0min2sec,99,50,0.042,4.294
0min2sec,99,60,0.042,4.296
0min2sec,99,70,0.041,4.306
0min3sec,99,80,0.040,4.376
0min3sec,99,90,0.040,4.364
0min2sec,100,0,0.050,5.981
0min2sec,100,10,0.042,4.767
0min2sec,100,20,0.039,4.562
0min3sec,100,30,0.039,4.524
0min3sec,100,40,0.040,4.610
0min3sec,100,50,0.040,4.605
0min2sec,100,60,0.041,4.614
0min2sec,100,70,0.041,4.596
0min2sec,100,80,0.042,4.571
0min2sec,100,90,0.041,4.576
0min3sec,101,0,0.038,3.189
0min2sec,101,10,0.047,4.510
0min2sec,101,20,0.040,4.410
0min2sec,101,30,0.039,4.375
0min2sec,101,40,0.040,4.411
0min2sec,101,50,0.040,4.373
0min2sec,101,60,0.039,4.384
0min2sec,101,70,0.039,4.368
0min2sec,101,80,0.039,4.355
0min2sec,101,90,0.039,4.393
0min2sec,102,0,0.037,4.410
0min2sec,102,10,0.039,4.147
0min2sec,102,20,0.041,4.258
0min2sec,102,30,0.042,4.419
0min2sec,102,40,0.042,4.454
0min2sec,102,50,0.041,4.449
0min2sec,102,60,0.041,4.462
0min2sec,102,70,0.040,4.488
0min2sec,102,80,0.040,4.519
0min2sec,102,90,0.040,4.479
0min2sec,103,0,0.043,3.528
0min2sec,103,10,0.040,4.061
0min2sec,103,20,0.039,4.341
0min2sec,103,30,0.039,4.468
0min2sec,103,40,0.040,4.495
0min2sec,103,50,0.041,4.490
0min2sec,103,60,0.041,4.473
0min2sec,103,70,0.040,4.470
0min2sec,103,80,0.040,4.471
0min2sec,103,90,0.040,4.473
0min2sec,104,0,0.045,4.419
0min2sec,104,10,0.041,4.148
0min2sec,104,20,0.039,4.393
0min2sec,104,30,0.040,4.418
0min2sec,104,40,0.040,4.441
0min2sec,104,50,0.039,4.456
0min2sec,104,60,0.039,4.423
0min2sec,104,70,0.038,4.388
0min2sec,104,80,0.038,4.351
0min2sec,104,90,0.038,4.358
0min2sec,105,0,0.030,4.840
0min2sec,105,10,0.045,4.263
0min2sec,105,20,0.039,4.616
0min2sec,105,30,0.040,4.629
0min2sec,105,40,0.038,4.619
0min2sec,105,50,0.038,4.624
0min2sec,105,60,0.037,4.652
0min2sec,105,70,0.037,4.614
0min2sec,105,80,0.037,4.589
0min2sec,105,90,0.037,4.593
0min2sec,106,0,0.030,3.755
0min2sec,106,10,0.034,4.564
0min2sec,106,20,0.038,4.617
0min2sec,106,30,0.037,4.669
0min2sec,106,40,0.036,4.692
0min2sec,106,50,0.035,4.574
0min2sec,106,60,0.035,4.575
0min2sec,106,70,0.037,4.578
0min2sec,106,80,0.036,4.620
0min2sec,106,90,0.036,4.601
0min2sec,107,0,0.044,4.405
0min2sec,107,10,0.039,4.227
0min2sec,107,20,0.037,4.430
0min2sec,107,30,0.037,4.382
0min2sec,107,40,0.037,4.387
0min2sec,107,50,0.037,4.461
0min2sec,107,60,0.037,4.488
